rally_uid,actionId,pointId,serverGetPoint
15188,10,8,1.0
15191,10,4,1.0
15194,13,8,0.7053131528814911
15198,8,8,0.8562385658980529
15201,10,8,1.0
15204,10,3,1.0
15207,10,4,1.0
15210,6,8,0.5420441093892411
15213,1,8,0.8043413767734284
15217,1,8,0.6728894450583056
15220,1,3,0.5286179321155416
15223,1,8,0.2924341449807895
15226,13,8,1.0
15229,13,8,0.6728891765533811
15232,10,8,1.0
15235,10,9,1.0
15238,10,4,1.0
15242,10,4,1.0
15245,2,0,0.75361123474158
15249,1,8,0.6455530677995607
15253,2,8,0.8174881994128255
15256,10,9,1.0
15259,10,3,1.0
15263,13,3,0.29279071361804027
15267,13,8,0.23348351793862032
15271,10,8,1.0
15274,1,4,1.0
15277,10,0,1.0
15281,10,4,1.0
15284,4,8,1.0
15287,2,9,0.6738999577819439
15291,10,4,1.0
15294,1,7,0.28255012244841
15295,4,8,1.0
15299,13,0,0.7074897158524972
15303,4,8,1.0
15306,13,8,1.0
15310,4,0,1.0
15312,7,8,1.0
15316,1,8,0.35163530997078196
15319,2,8,1.0
15323,1,8,0.34780214206773347
15327,13,8,0.4105168621107338
15329,4,8,1.0
15335,2,8,0.646297676563887
15338,4,4,1.0
15344,2,8,0.5282717621438978
15347,13,8,0.5872621134941968
15350,1,8,0.4693184555588878
15354,2,8,0.6463272812183952
15358,13,3,0.5283013293677251
15362,2,0,0.5870306916643412
15366,13,4,0.8064332579196809
15370,1,8,0.6128742977645587
15374,10,3,1.0
15377,10,8,1.0
15381,10,9,1.0
15384,10,4,1.0
15387,10,9,1.0
15390,1,8,0.5531223471104706
15393,13,8,0.6773893194321324
15397,1,8,0.1612076192562391
15401,6,4,0.5530412089019461
15403,13,8,0.4838276498326502
15406,1,9,0.4193166742984804
15410,10,3,1.0
15413,13,8,0.29777762099919847
15416,13,7,1.0
15418,1,8,0.6128711750906312
15422,1,8,0.478245614223496
15426,13,8,0.22574882121913278
15430,10,3,1.0
15433,4,4,1.0
15436,2,0,0.6169389077577218
15440,13,7,0.6773614398548538
15442,10,8,1.0
15446,1,8,0.7053298693499609
15450,7,4,1.0
15454,2,8,0.43730781879795677
15457,4,8,1.0
15460,6,8,0.5284625922915932
15463,2,8,0.7642859637172809
15466,2,8,0.5454376194119092
15470,10,0,0.2932352258111101
15474,1,8,1.0
15478,1,0,0.8749454802819034
15482,2,8,0.7628370498817993
15485,13,9,0.790530339324606
15488,7,8,1.0
15492,1,3,1.0
15495,10,4,1.0
15498,10,3,0.9631691516174511
15501,2,3,1.0
15504,4,7,0.8820668752849982
15507,2,8,0.5483498043760707
15511,1,8,1.0
15514,4,8,1.0
15518,4,8,1.0
15522,2,1,0.7931847859811689
15523,13,8,0.6169658046175548
15527,1,0,0.5531233338857185
15530,13,8,0.48383275671497444
15533,2,7,0.8986574941687264
15537,2,4,0.8181076771267505
15541,2,4,1.0
15543,13,8,0.48928204062390407
15547,13,9,0.6169684134775837
15551,13,8,0.7446447445330566
15554,13,9,0.6808070409685513
15558,1,7,0.5531091482790943
15561,2,8,0.7446362011939142
15563,6,8,1.0
15566,10,9,0.4893164593585297
15569,13,8,0.8232145522421149
15573,10,2,1.0
15576,13,9,0.6128706024348262
15579,2,7,0.7374347070910251
15583,13,9,0.6457692813278285
15585,10,4,1.0
15588,13,7,0.6169631555084584
15592,13,8,0.5531379373198817
15596,13,8,0.6169530387241209
15599,13,0,0.6808056015977592
15602,8,7,0.6758731589889104
15603,13,8,0.6128730911382798
15607,1,8,0.6169538515411102
15610,13,0,1.0
15613,13,8,0.6128739970511218
15616,13,9,0.5531370491418193
15619,1,8,0.553106971319444
15622,1,8,0.646340151161914
