rally_uid,actionId,pointId,serverGetPoint
15188,4,0,0.9998995065689087
15191,1,0,0.9998656511306763
15194,0,0,0.00021896426915191114
15198,13,0,0.00034573342418298125
15201,4,0,0.9998970031738281
15204,4,0,0.9998766183853149
15207,1,0,0.9998786449432373
15210,6,0,0.9996966123580933
15213,0,0,0.9998072981834412
15217,0,0,0.999803364276886
15220,5,0,0.9996856451034546
15223,13,0,0.9998378753662109
15226,1,0,0.0007566523854620755
15229,5,0,0.9997861981391907
15232,1,0,0.0001105777409975417
15235,7,0,0.9998664855957031
15238,7,0,0.9999133348464966
15242,1,0,0.9998908042907715
15245,0,0,0.9998476505279541
15249,13,0,0.9996837377548218
15253,0,0,0.9994587302207947
15256,7,0,0.9998226761817932
15259,1,0,0.9999021291732788
15263,0,0,0.999886155128479
15267,0,0,0.9998370409011841
15271,1,0,0.9999122619628906
15274,13,0,0.00016811072418931872
15277,7,0,0.999855637550354
15281,7,0,0.00017254326667170972
15284,5,0,0.00030246053938753903
15287,14,0,0.000984524143859744
15291,1,0,0.0002130613720510155
15294,0,0,0.9997807145118713
15295,13,0,0.00029572047060355544
15299,14,0,0.9993922710418701
15303,2,0,0.0003567809471860528
15306,0,0,0.0007360577001236379
15310,4,0,0.9998456239700317
15312,4,0,0.9998795986175537
15316,0,0,0.9998194575309753
15319,0,0,0.0015912994276732206
15323,0,0,0.9998231530189514
15327,0,0,0.999688982963562
15329,13,0,0.00029572047060355544
15335,0,0,0.0002836599014699459
15338,4,0,0.9998836517333984
15344,13,0,0.0005133036756888032
15347,0,0,0.9996505975723267
15350,0,0,0.0007814286509528756
15354,1,0,0.9997313618659973
15358,13,0,0.9998524188995361
15362,13,0,0.9998020529747009
15366,14,0,0.01531967706978321
15370,9,0,0.9998507499694824
15374,1,0,0.9999016523361206
15377,9,0,0.0001939977373695001
15381,7,0,0.9998936653137207
15384,7,0,0.9998276233673096
15387,7,0,0.9997687935829163
15390,9,0,0.9988125562667847
15393,3,0,0.9992800354957581
15397,9,0,0.9998489618301392
15401,3,0,0.0009871827205643058
15403,9,0,0.9997785687446594
15406,9,0,0.9998377561569214
15410,4,0,0.9999055862426758
15413,9,0,0.9998785257339478
15416,0,0,0.0004501492658164352
15418,9,0,0.9998027682304382
15422,9,0,0.9998518228530884
15426,9,0,0.9998100399971008
15430,4,0,0.999901294708252
15433,2,0,0.00013044275692664087
15436,9,0,0.0006478602881543338
15440,9,0,0.999661922454834
15442,7,0,0.0001924330717884004
15446,0,0,0.0003927849174942821
15450,4,0,0.9998750686645508
15454,0,0,0.9998883008956909
15457,2,0,0.0003051519161090255
15460,2,0,9.598875476513058e-05
15463,0,0,0.0007716483087278903
15466,0,0,0.0006598790059797466
15470,7,2,0.9997900128364563
15474,4,0,0.9999133348464966
15478,0,0,0.00030014783260412514
15482,0,0,0.9999055862426758
15485,0,0,0.0016436456935480237
15488,4,0,0.9999037981033325
15492,4,0,0.9998810291290283
15495,4,0,0.9999057054519653
15498,7,0,0.0003448857460170984
15501,4,0,0.9998844861984253
15504,2,0,0.00027015621890313923
15507,6,0,0.0006665377877652645
15511,4,0,0.9998574256896973
15514,0,0,0.0002455253270454705
15518,0,0,0.0003672138846013695
15522,0,0,0.9998798370361328
15523,3,0,0.9997945427894592
15527,0,0,0.002851721830666065
15530,3,0,0.0010349758667871356
15533,3,0,0.00015942929894663393
15537,3,0,0.008009152486920357
15541,7,0,0.9998812675476074
15543,0,0,0.9991708993911743
15547,3,0,0.9992972612380981
15551,0,0,0.0011822088854387403
15554,0,0,0.9996730089187622
15558,12,0,0.004959675017744303
15561,3,0,0.0006925805937498808
15563,4,0,0.9998809099197388
15566,0,0,0.9998072981834412
15569,3,0,0.0002219350717496127
15573,4,0,0.99991774559021
15576,3,0,0.9998072981834412
15579,3,0,0.9998354911804199
15583,0,0,0.0005653813132084906
15585,7,0,0.9998998641967773
15588,3,0,0.9986032843589783
15592,12,0,0.00023593912192154676
15596,3,0,0.9892701506614685
15599,0,0,0.9997283816337585
15602,7,0,0.9998372793197632
15603,3,0,0.9992982149124146
15607,3,0,0.08614739030599594
15610,3,0,0.0003746110887732357
15613,0,0,0.9997958540916443
15616,3,0,0.9998587369918823
15619,0,0,0.0009686692501418293
15622,12,0,5.947190584265627e-05
15626,8,0,0.9999039173126221
15629,0,0,0.9998378753662109
15632,3,0,0.00013075134484097362
15635,13,0,0.9998074173927307
15639,1,0,0.9998875856399536
15641,0,0,0.9986748695373535
15645,9,0,0.00022911491396371275
15649,8,0,0.9998811483383179
15652,3,0,0.9996747970581055
15655,8,0,0.9998966455459595
15659,0,0,0.0003301171527709812
15660,0,0,0.00046904513146728277
15664,0,0,0.0003164275549352169
15668,10,0,0.999891996383667
15672,7,0,0.999869704246521
15675,1,0,0.9999054670333862
15678,12,0,0.0044721574522554874
15681,8,0,0.9998929500579834
15684,12,0,0.9996016621589661
15688,3,0,0.00023702364705968648
15691,0,0,0.9994515776634216
15694,7,0,0.00013133676839061081
15695,7,0,0.9998719692230225
15704,0,0,0.0001271112560061738
15707,3,0,9.818559919949621e-05
15710,4,0,0.9999275207519531
15713,0,0,0.9992789626121521
15720,1,0,0.9998974800109863
15723,0,0,0.00023143428552430123
15727,0,0,0.9988665580749512
15731,7,0,0.9998675584793091
15732,13,0,0.9997970461845398
15735,6,0,0.9971135854721069
15739,13,0,0.9997610449790955
15742,13,0,9.943404438672587e-05
15746,13,0,3.7153637094888836e-05
15748,13,0,0.000615903758443892
15751,7,0,0.9998735189437866
15754,3,0,0.9997082352638245
15757,3,0,8.367665577679873e-05
15761,3,0,0.9998910427093506
15765,7,0,0.9998620748519897
15769,2,0,0.000555946899112314
15773,7,0,0.9998888969421387
15777,3,0,0.00011819443898275495
15780,3,0,0.00017507105076219887
15783,3,0,8.865947893355042e-05
15786,0,0,0.9997898936271667
15789,0,0,0.0003607516409829259
15793,3,0,0.00014017622743267566
15796,7,0,0.9998513460159302
15799,3,0,0.00010362837201682851
15802,7,0,0.9998980760574341
15805,1,0,0.999916672706604
15809,3,0,0.00010721287981141359
15812,7,0,0.9998893737792969
15815,7,0,0.9999189376831055
15818,1,0,0.9998974800109863
15822,3,0,0.00010634060890879482
15826,3,0,0.00011514167999848723
15829,3,0,0.9997928738594055
15832,7,0,0.9998996257781982
15836,3,0,0.0008598672575317323
15839,7,0,0.9998860359191895
15841,1,0,0.9999117851257324
15844,14,0,0.009510417468845844
15847,4,0,0.9998855590820312
15850,13,0,0.9997888207435608
15853,2,0,0.00013694935478270054
15857,0,0,8.110897761071101e-05
15862,7,0,0.999868631362915
15865,0,0,0.9998959302902222
15869,0,0,0.0003354251093696803
15872,7,0,0.9998970031738281
15875,7,0,0.9998635053634644
15879,0,0,0.9998863935470581
15882,13,0,0.9998157620429993
15885,0,0,0.00020316355221439153
15889,13,0,0.00016344457981176674
15893,4,0,0.9998815059661865
15897,13,0,0.9996780157089233
15901,1,0,0.0001159956373157911
15905,4,0,0.9998846054077148
15907,0,0,0.002105879597365856
15910,3,0,0.00022598424402531236
15914,5,0,0.0001751159579725936
15917,4,0,0.9998770952224731
15920,3,0,0.00022179163352120668
15923,0,0,0.000624277803581208
15927,0,0,4.6401462896028534e-05
15930,13,0,0.9998513460159302
15933,7,0,0.9998600482940674
15937,4,0,0.9999074935913086
15940,13,0,0.00028674170607700944
15942,2,0,0.00027120631420984864
15945,7,0,0.9998838901519775
15948,0,0,5.275822331896052e-05
15951,0,0,8.392213931074366e-05
15954,7,0,0.00029902791720815003
15957,1,0,0.00016166121349669993
15961,9,0,0.9997724890708923
15964,3,0,0.00016770629736129194
15967,3,0,0.00016537547344341874
15970,9,0,0.9997438788414001
15973,9,0,0.0005120409186929464
15977,0,0,0.0002409891167189926
15981,6,0,0.9998846054077148
15985,3,0,0.9998278617858887
15988,3,0,0.0009120804606936872
15992,1,0,0.0018545796629041433
15995,7,0,0.9998908042907715
15999,9,0,0.0002170740917790681
16003,9,0,0.0001686416653683409
16006,3,0,0.00048256077570840716
16010,0,0,0.0007056792383082211
16014,9,0,0.9997877478599548
16017,4,0,0.9999055862426758
16020,13,0,0.0001293960667680949
16023,1,0,0.9998847246170044
16027,1,0,8.138790144585073e-05
16030,13,0,0.0005175989936105907
16032,1,0,0.9999101161956787
16035,14,0,0.9996110796928406
16039,13,0,0.9994490742683411
16042,13,0,0.00017954903887584805
16046,7,0,0.9998738765716553
16049,4,0,0.9998559951782227
16052,6,0,7.080895738909021e-05
16056,1,0,0.9998821020126343
16060,4,0,0.9999102354049683
16063,4,0,0.9998900890350342
16064,1,0,9.379257244290784e-05
16068,2,0,0.00013516265607904643
16071,13,0,0.9997199177742004
16075,8,0,0.9999125003814697
16078,4,0,0.9999231100082397
16081,7,0,0.9998278617858887
16085,5,0,0.9997492432594299
16088,4,0,0.9998761415481567
16091,1,0,0.9998244643211365
16094,0,0,0.0004996946081519127
16098,13,0,0.00019651083857752383
16102,7,0,0.9996200799942017
16105,6,0,0.9996932744979858
16106,5,0,0.9997705817222595
16109,1,0,0.9999114274978638
16113,4,0,0.9998955726623535
16117,0,0,0.9997983574867249
16121,13,0,0.999776303768158
16124,4,0,0.9999130964279175
16127,1,0,0.00011576856195461005
16131,0,0,0.9998329877853394
16135,0,0,0.0004240690323058516
16138,4,0,0.9999071359634399
16141,1,0,9.860641148407012e-05
16144,0,0,0.9997959733009338
16147,7,0,0.9998059868812561
16151,4,0,0.00012650099233724177
16154,2,0,0.00010629761527525261
16158,6,0,0.00015860640269238502
16162,13,0,0.9997764229774475
16165,0,0,0.000737569120246917
16168,13,0,0.9997487664222717
16170,4,0,0.9999042749404907
16173,7,0,0.9996602535247803
16176,13,0,0.9998444318771362
16183,7,0,0.9997346997261047
16187,4,0,0.9998929500579834
16189,4,0,0.9998993873596191
16192,4,0,0.9999263286590576
16196,13,0,0.9997586607933044
16200,0,0,0.9998503923416138
16203,7,0,0.999790370464325
16205,7,0,0.00011716890730895102
16208,4,0,0.9999151229858398
16211,0,0,0.00017753611609805375
16214,4,0,0.9998648166656494
16218,1,0,8.273452840512618e-05
16222,7,0,8.26454270281829e-05
16223,1,0,0.9998854398727417
16226,7,0,0.9998422861099243
16229,7,0,0.9997947812080383
16232,6,0,0.00026496616192162037
16236,7,0,0.9998340606689453
16239,13,0,0.9997466206550598
16242,13,0,0.9997572302818298
16246,1,0,0.0001429248950444162
16249,7,0,0.9998823404312134
16252,13,0,0.00012416578829288483
16256,1,0,0.9997994303703308
16259,7,0,7.503511005779728e-05
16262,7,0,0.9998589754104614
16266,7,0,0.9998393058776855
16269,7,0,0.9998823404312134
16273,0,0,0.00011600050493143499
16276,0,0,0.00012140833132434636
16279,3,0,0.00010046805982710794
16283,0,0,0.999745786190033
16287,4,0,0.999909520149231
16288,1,0,0.9998854398727417
16291,13,0,0.0004036210011690855
16294,13,0,0.9998130202293396
16297,7,0,0.999906063079834
16300,0,0,0.00015498147695325315
16304,7,0,0.999869704246521
16307,6,0,0.0002462053671479225
16311,0,0,0.9996943473815918
16314,13,0,0.9997316002845764
16318,6,0,0.0005587573978118598
16322,0,0,0.00016193922783713788
16326,13,0,0.000133933819597587
16327,7,0,0.00010126957931788638
16330,0,0,0.00016485735250171274
16333,7,0,0.999828577041626
16337,7,0,0.9998531341552734
16340,3,0,9.598152246326208e-05
16344,0,0,0.0006530330865643919
16347,7,0,7.488721166737378e-05
16350,0,0,0.97700434923172
16354,4,0,0.9998968839645386
16358,0,0,0.9992735981941223
16362,6,0,0.00011889097368111834
16366,3,0,7.380540773738176e-05
16369,13,0,0.0002233505656477064
16371,13,0,0.00011830832954728976
16374,3,0,9.057684655999765e-05
16378,1,0,9.263138053938746e-05
16381,1,0,0.9999209642410278
16385,13,0,0.9998161196708679
16388,13,0,0.0001409757969668135
16391,13,0,0.9997054934501648
16395,7,0,0.00017415400361642241
16399,1,0,0.0001461662322981283
16401,1,0,0.9999134540557861
16405,13,0,0.0002445683639962226
16409,7,0,0.9998863935470581
16412,7,0,0.9998049139976501
16420,7,0,0.9998553991317749
16424,1,0,0.9997493624687195
16428,4,0,0.9999024868011475
16432,6,0,0.9993172883987427
16436,13,0,0.00028932990971952677
16439,3,0,7.835497672203928e-05
16440,7,0,0.999875545501709
16444,0,0,0.9997841715812683
16448,5,0,0.9995566010475159
16451,1,0,0.00011064862337661907
16455,8,0,0.9998433589935303
16459,8,0,0.9998739957809448
16460,4,0,0.9998974800109863
16464,1,0,0.00010886555537581444
16468,13,0,0.99981290102005
16471,13,0,0.9998513460159302
16475,13,0,0.9997890591621399
16476,0,0,0.99978107213974
16480,4,0,0.9999178647994995
16484,7,0,0.9998811483383179
16488,0,0,0.9995933175086975
16491,0,0,0.999630331993103
16498,5,0,0.00013355074042920023
16501,0,0,0.9997376799583435
16505,4,0,0.9998776912689209
16509,0,0,4.5561115257442e-05
16512,13,0,0.9993725419044495
16513,13,0,0.0003502510371617973
16517,8,0,0.9999121427536011
16520,7,0,0.00018385449948254973
16523,4,0,0.9998928308486938
16526,13,0,0.9998530149459839
16528,13,0,0.00021715999173466116
16531,13,0,0.9998979568481445
16534,13,0,0.0005616837297566235
16538,6,0,0.0002005862188525498
16541,1,0,0.9998974800109863
16545,7,0,0.00015857933613006026
16549,8,0,0.9999206066131592
16552,6,0,0.00023224375036079437
16556,7,0,0.00012698816135525703
16560,6,0,0.0001898274349514395
16564,7,0,0.99973064661026
16565,13,0,0.9994078874588013
16568,13,0,0.0002133856323780492
16571,7,0,0.0001493531308369711
16574,0,0,0.9997561573982239
16578,4,0,0.9999189376831055
16581,6,0,0.00040726125007495284
16584,0,0,0.9989820122718811
16588,7,0,0.9998418092727661
16591,4,0,0.9999122619628906
16594,6,0,0.00020468774891924113
16597,6,0,0.0001891935389721766
16601,2,0,0.998900294303894
16604,7,0,0.9998865127563477
16608,4,0,0.9999114274978638
16612,7,0,0.9998053908348083
16619,6,0,0.00022684861323796213
16623,7,0,0.9998753070831299
16626,6,0,0.0001792811235645786
16630,6,0,0.00018058657587971538
16634,13,0,0.001264947815798223
16638,7,0,0.0001278981362702325
16639,0,0,0.9998241066932678
16643,7,0,0.9998753070831299
16647,2,0,0.0004626203153748065
16650,0,0,0.9997684359550476
16654,4,0,0.9999083280563354
16658,4,0,0.9999032020568848
16659,2,0,0.999742329120636
16663,7,0,0.9999072551727295
16666,4,0,0.9999088048934937
16670,13,0,0.0009085355559363961
16674,7,0,0.9998936653137207
16678,2,0,0.0001359628076897934
16681,2,0,6.608585681533441e-05
16684,0,0,0.00045415572822093964
16687,7,0,0.9996911287307739
16690,0,0,0.0011992125073447824
16694,5,0,0.9993798732757568
16696,13,0,0.9997815489768982
16699,0,0,0.001213963027112186
16702,3,0,9.154217696050182e-05
16706,7,0,0.9998511075973511
16710,7,0,0.999854564666748
16713,3,0,0.9965998530387878
16717,0,0,0.9992874264717102
16721,5,0,0.9997134804725647
16724,0,0,0.0001458595070289448
16727,2,0,0.9996013045310974
16731,0,0,0.00012634343875106424
16735,0,0,0.9927760362625122
16738,4,0,0.9998918771743774
16742,2,0,0.0002579786232672632
16746,6,0,0.00021789711900055408
16747,13,0,0.00016074662562459707
16751,1,0,0.00012676494952756912
16755,4,2,0.0007924753008410335
16759,0,0,0.000841576314996928
16763,7,0,0.9998801946640015
16766,0,0,0.9990594983100891
16767,0,0,0.0003330208419356495
16770,7,0,0.9998949766159058
16774,0,0,0.00027218859759159386
16778,5,0,0.9995368719100952
16782,0,0,0.9994410872459412
16785,13,0,0.9992510676383972
16789,13,0,0.0002514916122891009
16793,5,0,0.0004943882813677192
16795,5,0,0.0002591903612483293
16798,0,0,0.9959549903869629
16802,0,0,0.0003203605592716485
16805,13,0,0.0007756614941172302
16808,5,0,0.010604960843920708
16811,3,0,0.00014959285908844322
16814,7,0,0.9998825788497925
16817,0,0,0.9994188547134399
16821,13,0,0.999717652797699
16824,1,0,0.9998114705085754
16828,7,0,0.9998955726623535
16831,4,0,0.9999117851257324
16834,4,0,0.9998973608016968
16838,0,0,0.00019618023361545056
16842,7,0,0.00010820607712958008
16844,5,0,0.00016631004109513015
16847,1,0,8.151116344379261e-05
16851,4,0,0.9998990297317505
16855,11,0,0.00010533320164540783
16859,13,0,0.9998088479042053
16862,5,0,0.9997556805610657
16866,0,0,0.00026598089607432485
16870,13,0,0.00029404571978375316
16874,4,0,0.9998897314071655
16877,7,0,0.9998921155929565
16881,0,0,0.00021601900516543537
16885,7,0,0.9999101161956787
16889,1,0,0.9997437596321106
16892,13,0,0.9997630715370178
16895,6,0,0.9999018907546997
16898,3,0,0.9996742010116577
16900,3,0,0.000537090003490448
16903,7,0,0.999800980091095
16906,8,0,0.9998792409896851
16909,0,0,0.00014202471356838942
16912,7,0,0.9999023675918579
16917,13,0,0.00019306418835185468
16921,7,0,0.9997709393501282
16924,13,0,0.9998289346694946
16927,10,0,0.999910831451416
16931,2,0,0.00015462235023733228
16935,1,0,0.999908447265625
16939,1,0,0.9997451901435852
16942,9,0,0.9999017715454102
16945,3,0,0.00013870369002688676
16948,0,0,0.0007856404990889132
16952,1,0,0.9998407363891602
16955,7,0,0.9998875856399536
16958,1,0,0.9999054670333862
16962,7,0,0.9998965263366699
16966,7,0,0.00016897999739740044
16968,13,0,0.0004387593362480402
16971,0,0,0.00021020210988353938
16974,6,0,0.9997405409812927
16977,1,0,0.9999161958694458
16980,3,0,0.00010739133722381666
16984,0,0,0.9993973970413208
16988,5,0,0.9998365640640259
16992,7,0,0.9999043941497803
16996,7,0,9.869898349279538e-05
16997,3,0,0.0005065171280875802
17000,6,0,0.9998223185539246
17004,5,0,0.0006022659945301712
17007,2,0,0.00020923071133438498
17011,7,0,0.9998700618743896
17015,2,0,0.00019206774595659226
17018,0,0,0.000505270145367831
17022,1,0,0.9997460246086121
17026,2,0,0.00012383224384393543
17029,6,0,6.425266474252567e-05
17032,6,0,0.9996968507766724
17036,13,0,0.00011054063361370936
17039,13,0,0.9998407363891602
17043,13,0,0.999782383441925
17046,0,0,0.9998477697372437
17050,7,0,0.9998476505279541
17054,0,0,0.00017260891036130488
17058,7,0,0.9998818635940552
17062,0,0,0.000303176260786131
17065,13,0,0.00010884052608162165
17068,7,0,0.9998922348022461
17072,6,0,0.00011543058644747362
17076,7,0,0.9999010562896729
17079,7,0,9.890220826491714e-05
